phage,cla,scorecla
NC_018839.1,Chlamydiia,0
NC_018839.1,Actinomycetes,1
NC_018839.1,Bacteroidia,0
NC_018839.1,Mollicutes,0
NC_018839.1,Epsilonproteobacteria,0
NC_018839.1,Gammaproteobacteria,0
NC_018839.1,Alphaproteobacteria,0
NC_018839.1,Bdellovibrionia,0
NC_018839.1,Spirochaetia,0
NC_018839.1,Deinococci,0
NC_018839.1,Betaproteobacteria,0
NC_018839.1,Cyanophyceae,0
NC_015456.1,Clostridia,0
NC_015456.1,Bacilli,0
NC_015456.1,Rhodothermia,0
NC_015456.1,Flavobacteriia,0
NC_015456.1,Chlamydiia,0
NC_015456.1,Actinomycetes,0
NC_015456.1,Bacteroidia,0
NC_015456.1,Mollicutes,0
NC_015456.1,Epsilonproteobacteria,0
NC_015456.1,Gammaproteobacteria,1
NC_015456.1,Alphaproteobacteria,0
NC_015456.1,Bdellovibrionia,0
NC_015456.1,Spirochaetia,0
NC_015456.1,Deinococci,0
NC_015456.1,Betaproteobacteria,0
NC_015456.1,Cyanophyceae,0
NC_005948.1,Clostridia,0
NC_005948.1,Bacilli,0
NC_005948.1,Rhodothermia,0
NC_005948.1,Flavobacteriia,0
NC_005948.1,Chlamydiia,0
NC_005948.1,Actinomycetes,0
NC_005948.1,Bacteroidia,0
NC_005948.1,Mollicutes,0
NC_005948.1,Epsilonproteobacteria,0
NC_005948.1,Gammaproteobacteria,1
NC_005948.1,Alphaproteobacteria,0
NC_005948.1,Bdellovibrionia,0
NC_005948.1,Spirochaetia,0
NC_005948.1,Deinococci,0
NC_005948.1,Betaproteobacteria,0
NC_005948.1,Cyanophyceae,0
NC_012662.1,Clostridia,0
NC_012662.1,Bacilli,0
NC_012662.1,Rhodothermia,0
NC_012662.1,Flavobacteriia,0
NC_012662.1,Chlamydiia,0
NC_012662.1,Actinomycetes,0
NC_012662.1,Bacteroidia,0
NC_012662.1,Mollicutes,0
NC_012662.1,Epsilonproteobacteria,0
NC_012662.1,Gammaproteobacteria,1
NC_012662.1,Alphaproteobacteria,0
NC_012662.1,Bdellovibrionia,0
NC_012662.1,Spirochaetia,0
NC_012662.1,Deinococci,0
NC_012662.1,Betaproteobacteria,0
NC_012662.1,Cyanophyceae,0
NC_042066.1,Clostridia,0
NC_042066.1,Bacilli,0
NC_042066.1,Rhodothermia,0
NC_042066.1,Flavobacteriia,0
NC_042066.1,Chlamydiia,0
NC_042066.1,Actinomycetes,0
NC_042066.1,Bacteroidia,0
NC_042066.1,Mollicutes,0
NC_042066.1,Epsilonproteobacteria,0
NC_042066.1,Gammaproteobacteria,1
NC_042066.1,Alphaproteobacteria,0
NC_042066.1,Bdellovibrionia,0
NC_042066.1,Spirochaetia,0
NC_042066.1,Deinococci,0
NC_042066.1,Betaproteobacteria,0
NC_042066.1,Cyanophyceae,0
NC_001697.1,Clostridia,0
NC_001697.1,Bacilli,0
NC_001697.1,Rhodothermia,0
NC_001697.1,Flavobacteriia,0
NC_001697.1,Chlamydiia,0
NC_001697.1,Actinomycetes,0
NC_001697.1,Bacteroidia,0
NC_001697.1,Mollicutes,0
NC_001697.1,Epsilonproteobacteria,0
NC_001697.1,Gammaproteobacteria,1
NC_001697.1,Alphaproteobacteria,0
NC_001697.1,Bdellovibrionia,0
NC_001697.1,Spirochaetia,0
NC_001697.1,Deinococci,0
NC_001697.1,Betaproteobacteria,0
NC_001697.1,Cyanophyceae,0
NC_051581.1,Clostridia,0
NC_051581.1,Bacilli,0
NC_051581.1,Rhodothermia,0
NC_051581.1,Flavobacteriia,0
NC_051581.1,Chlamydiia,0
NC_051581.1,Actinomycetes,1
NC_051581.1,Bacteroidia,0
NC_051581.1,Mollicutes,0
NC_051581.1,Epsilonproteobacteria,0
NC_051581.1,Gammaproteobacteria,0
NC_051581.1,Alphaproteobacteria,0
NC_051581.1,Bdellovibrionia,0
NC_051581.1,Spirochaetia,0
NC_051581.1,Deinococci,0
NC_051581.1,Betaproteobacteria,0
NC_051581.1,Cyanophyceae,0
NC_042330.1,Clostridia,0
NC_042330.1,Bacilli,0
NC_042330.1,Rhodothermia,0
NC_042330.1,Flavobacteriia,0
NC_042330.1,Chlamydiia,0
NC_042330.1,Actinomycetes,1
NC_042330.1,Bacteroidia,0
NC_042330.1,Mollicutes,0
NC_042330.1,Epsilonproteobacteria,0
NC_042330.1,Gammaproteobacteria,0
NC_042330.1,Alphaproteobacteria,0
NC_042330.1,Bdellovibrionia,0
NC_042330.1,Spirochaetia,0
NC_042330.1,Deinococci,0
NC_042330.1,Betaproteobacteria,0
NC_042330.1,Cyanophyceae,0
NC_002667.1,Clostridia,0
NC_002667.1,Bacilli,1
NC_002667.1,Rhodothermia,0
NC_002667.1,Flavobacteriia,0
NC_002667.1,Chlamydiia,0
NC_002667.1,Actinomycetes,0
NC_002667.1,Bacteroidia,0
NC_002667.1,Mollicutes,0
NC_002667.1,Epsilonproteobacteria,0
NC_002667.1,Gammaproteobacteria,0
NC_002667.1,Alphaproteobacteria,0
NC_002667.1,Bdellovibrionia,0
NC_002667.1,Spirochaetia,0
NC_002667.1,Deinococci,0
NC_002667.1,Betaproteobacteria,0
NC_002667.1,Cyanophyceae,0
NC_007456.1,Clostridia,0
NC_007456.1,Bacilli,0
NC_007456.1,Rhodothermia,0
NC_007456.1,Flavobacteriia,0
NC_007456.1,Chlamydiia,0
NC_007456.1,Actinomycetes,0
NC_007456.1,Bacteroidia,0
NC_007456.1,Mollicutes,0
NC_007456.1,Epsilonproteobacteria,0
NC_007456.1,Gammaproteobacteria,1
NC_007456.1,Alphaproteobacteria,0
NC_007456.1,Bdellovibrionia,0
NC_007456.1,Spirochaetia,0
NC_007456.1,Deinococci,0
NC_007456.1,Betaproteobacteria,0
NC_007456.1,Cyanophyceae,0
NC_027359.1,Clostridia,0
NC_027359.1,Bacilli,0
NC_027359.1,Rhodothermia,0
NC_027359.1,Flavobacteriia,0
NC_027359.1,Chlamydiia,0
NC_027359.1,Actinomycetes,1
NC_027359.1,Bacteroidia,0
NC_027359.1,Mollicutes,0
NC_027359.1,Epsilonproteobacteria,0
NC_027359.1,Gammaproteobacteria,0
NC_027359.1,Alphaproteobacteria,0
NC_027359.1,Bdellovibrionia,0
NC_027359.1,Spirochaetia,0
NC_027359.1,Deinococci,0
NC_027359.1,Betaproteobacteria,0
NC_027359.1,Cyanophyceae,0
NC_049414.1,Clostridia,0
NC_049414.1,Bacilli,1
NC_049414.1,Rhodothermia,0
NC_049414.1,Flavobacteriia,0
NC_049414.1,Chlamydiia,0
NC_049414.1,Actinomycetes,0
NC_049414.1,Bacteroidia,0
NC_049414.1,Mollicutes,0
NC_049414.1,Epsilonproteobacteria,0
NC_049414.1,Gammaproteobacteria,0
NC_049414.1,Alphaproteobacteria,0
NC_049414.1,Bdellovibrionia,0
NC_049414.1,Spirochaetia,0
NC_049414.1,Deinococci,0
NC_049414.1,Betaproteobacteria,0
NC_049414.1,Cyanophyceae,0
NC_027367.1,Clostridia,0
NC_027367.1,Bacilli,0
NC_027367.1,Rhodothermia,0
NC_027367.1,Flavobacteriia,0
NC_027367.1,Chlamydiia,0
NC_027367.1,Actinomycetes,1
NC_027367.1,Bacteroidia,0
NC_027367.1,Mollicutes,0
NC_027367.1,Epsilonproteobacteria,0
NC_027367.1,Gammaproteobacteria,0
NC_027367.1,Alphaproteobacteria,0
NC_027367.1,Bdellovibrionia,0
NC_027367.1,Spirochaetia,0
NC_027367.1,Deinococci,0
NC_027367.1,Betaproteobacteria,0
NC_027367.1,Cyanophyceae,0
NC_051629.1,Clostridia,0
NC_051629.1,Bacilli,0
NC_051629.1,Rhodothermia,0
NC_051629.1,Flavobacteriia,0
NC_051629.1,Chlamydiia,0
NC_051629.1,Actinomycetes,1
NC_051629.1,Bacteroidia,0
NC_051629.1,Mollicutes,0
NC_051629.1,Epsilonproteobacteria,0
NC_051629.1,Gammaproteobacteria,0
NC_051629.1,Alphaproteobacteria,0
NC_051629.1,Bdellovibrionia,0
NC_051629.1,Spirochaetia,0
NC_051629.1,Deinococci,0
NC_051629.1,Betaproteobacteria,0
NC_051629.1,Cyanophyceae,0
NC_011756.1,Clostridia,0
NC_011756.1,Bacilli,0
NC_011756.1,Rhodothermia,0
NC_011756.1,Flavobacteriia,0
NC_011756.1,Chlamydiia,0
NC_011756.1,Actinomycetes,0
NC_011756.1,Bacteroidia,0
NC_011756.1,Mollicutes,0
NC_011756.1,Epsilonproteobacteria,0
NC_011756.1,Gammaproteobacteria,1
NC_011756.1,Alphaproteobacteria,0
NC_011756.1,Bdellovibrionia,0
NC_011756.1,Spirochaetia,0
NC_011756.1,Deinococci,0
NC_011756.1,Betaproteobacteria,0
NC_011756.1,Cyanophyceae,0
NC_055038.1,Clostridia,0
NC_055038.1,Bacilli,1
NC_055038.1,Rhodothermia,0
NC_055038.1,Flavobacteriia,0
NC_055038.1,Chlamydiia,0
NC_055038.1,Actinomycetes,0
NC_055038.1,Bacteroidia,0
NC_055038.1,Mollicutes,0
NC_055038.1,Epsilonproteobacteria,0
NC_055038.1,Gammaproteobacteria,0
NC_055038.1,Alphaproteobacteria,0
NC_055038.1,Bdellovibrionia,0
NC_055038.1,Spirochaetia,0
NC_055038.1,Deinococci,0
NC_055038.1,Betaproteobacteria,0
NC_055038.1,Cyanophyceae,0
NC_019541.1,Clostridia,0
NC_019541.1,Bacilli,0
NC_019541.1,Rhodothermia,0
NC_019541.1,Flavobacteriia,0
NC_019541.1,Chlamydiia,0
NC_019541.1,Actinomycetes,0
NC_019541.1,Bacteroidia,0
NC_019541.1,Mollicutes,0
NC_019541.1,Epsilonproteobacteria,0
NC_019541.1,Gammaproteobacteria,1
NC_019541.1,Alphaproteobacteria,0
NC_019541.1,Bdellovibrionia,0
NC_019541.1,Spirochaetia,0
NC_019541.1,Deinococci,0
NC_019541.1,Betaproteobacteria,0
NC_019541.1,Cyanophyceae,0
NC_022969.1,Clostridia,0
NC_022969.1,Bacilli,0
NC_022969.1,Rhodothermia,0
NC_022969.1,Flavobacteriia,0
NC_022969.1,Chlamydiia,0
NC_022969.1,Actinomycetes,1
NC_022969.1,Bacteroidia,0
NC_022969.1,Mollicutes,0
NC_022969.1,Epsilonproteobacteria,0
NC_022969.1,Gammaproteobacteria,0
NC_022969.1,Alphaproteobacteria,0
NC_022969.1,Bdellovibrionia,0
NC_022969.1,Spirochaetia,0
NC_022969.1,Deinococci,0
NC_022969.1,Betaproteobacteria,0
NC_022969.1,Cyanophyceae,0
NC_001604.1,Clostridia,0
NC_001604.1,Bacilli,0
NC_001604.1,Rhodothermia,0
NC_001604.1,Flavobacteriia,0
NC_001604.1,Chlamydiia,0
NC_001604.1,Actinomycetes,0
NC_001604.1,Bacteroidia,0
NC_001604.1,Mollicutes,0
NC_001604.1,Epsilonproteobacteria,0
NC_001604.1,Gammaproteobacteria,1
NC_001604.1,Alphaproteobacteria,0
NC_001604.1,Bdellovibrionia,0
NC_001604.1,Spirochaetia,0
NC_001604.1,Deinococci,0
NC_001604.1,Betaproteobacteria,0
NC_001604.1,Cyanophyceae,0
NC_028978.1,Clostridia,0
NC_028978.1,Bacilli,0
NC_028978.1,Rhodothermia,0
NC_028978.1,Flavobacteriia,0
NC_028978.1,Chlamydiia,0
NC_028978.1,Actinomycetes,1
NC_028978.1,Bacteroidia,0
NC_028978.1,Mollicutes,0
NC_028978.1,Epsilonproteobacteria,0
NC_028978.1,Gammaproteobacteria,0
NC_028978.1,Alphaproteobacteria,0
NC_028978.1,Bdellovibrionia,0
NC_028978.1,Spirochaetia,0
NC_028978.1,Deinococci,0
NC_028978.1,Betaproteobacteria,0
NC_028978.1,Cyanophyceae,0
NC_055746.1,Clostridia,0
NC_055746.1,Bacilli,0
NC_055746.1,Rhodothermia,0
NC_055746.1,Flavobacteriia,0
NC_055746.1,Chlamydiia,0
NC_055746.1,Actinomycetes,0
NC_055746.1,Bacteroidia,0
NC_055746.1,Mollicutes,0
NC_055746.1,Epsilonproteobacteria,0
NC_055746.1,Gammaproteobacteria,1
NC_055746.1,Alphaproteobacteria,0
NC_055746.1,Bdellovibrionia,0
NC_055746.1,Spirochaetia,0
NC_055746.1,Deinococci,0
NC_055746.1,Betaproteobacteria,0
NC_055746.1,Cyanophyceae,0
NC_028801.1,Clostridia,0
NC_028801.1,Bacilli,0
NC_028801.1,Rhodothermia,0
NC_028801.1,Flavobacteriia,0
NC_028801.1,Chlamydiia,0
NC_028801.1,Actinomycetes,1
NC_028801.1,Bacteroidia,0
NC_028801.1,Mollicutes,0
NC_028801.1,Epsilonproteobacteria,0
NC_028801.1,Gammaproteobacteria,0
NC_028801.1,Alphaproteobacteria,0
NC_028801.1,Bdellovibrionia,0
NC_028801.1,Spirochaetia,0
NC_028801.1,Deinococci,0
NC_028801.1,Betaproteobacteria,0
NC_028801.1,Cyanophyceae,0
NC_051643.1,Clostridia,0
NC_051643.1,Bacilli,0
NC_051643.1,Rhodothermia,0
NC_051643.1,Flavobacteriia,0
NC_051643.1,Chlamydiia,0
NC_051643.1,Actinomycetes,1
NC_051643.1,Bacteroidia,0
NC_051643.1,Mollicutes,0
NC_051643.1,Epsilonproteobacteria,0
NC_051643.1,Gammaproteobacteria,0
NC_051643.1,Alphaproteobacteria,0
NC_051643.1,Bdellovibrionia,0
NC_051643.1,Spirochaetia,0
NC_051643.1,Deinococci,0
NC_051643.1,Betaproteobacteria,0
NC_051643.1,Cyanophyceae,0
NC_049817.1,Clostridia,0
NC_049817.1,Bacilli,0
NC_049817.1,Rhodothermia,0
NC_049817.1,Flavobacteriia,0
NC_049817.1,Chlamydiia,0
NC_049817.1,Actinomycetes,0
NC_049817.1,Bacteroidia,0
NC_049817.1,Mollicutes,0
NC_049817.1,Epsilonproteobacteria,0
NC_049817.1,Gammaproteobacteria,1
NC_049817.1,Alphaproteobacteria,0
NC_049817.1,Bdellovibrionia,0
NC_049817.1,Spirochaetia,0
NC_049817.1,Deinococci,0
NC_049817.1,Betaproteobacteria,0
NC_049817.1,Cyanophyceae,0
NC_015933.1,Clostridia,0
NC_015933.1,Bacilli,0
NC_015933.1,Rhodothermia,0
NC_015933.1,Flavobacteriia,0
NC_015933.1,Chlamydiia,0
NC_015933.1,Actinomycetes,0
NC_015933.1,Bacteroidia,0
NC_015933.1,Mollicutes,0
NC_015933.1,Epsilonproteobacteria,0
NC_015933.1,Gammaproteobacteria,1
NC_015933.1,Alphaproteobacteria,0
NC_015933.1,Bdellovibrionia,0
NC_015933.1,Spirochaetia,0
NC_015933.1,Deinococci,0
NC_015933.1,Betaproteobacteria,0
NC_015933.1,Cyanophyceae,0
NC_022091.1,Clostridia,0
NC_022091.1,Bacilli,0
NC_022091.1,Rhodothermia,0
NC_022091.1,Flavobacteriia,0
NC_022091.1,Chlamydiia,0
NC_022091.1,Actinomycetes,0
NC_022091.1,Bacteroidia,0
NC_022091.1,Mollicutes,0
NC_022091.1,Epsilonproteobacteria,0
NC_022091.1,Gammaproteobacteria,1
NC_022091.1,Alphaproteobacteria,0
NC_022091.1,Bdellovibrionia,0
NC_022091.1,Spirochaetia,0
NC_022091.1,Deinococci,0
NC_022091.1,Betaproteobacteria,0
NC_022091.1,Cyanophyceae,0
NC_021308.1,Clostridia,0
NC_021308.1,Bacilli,0
NC_021308.1,Rhodothermia,0
NC_021308.1,Flavobacteriia,0
NC_021308.1,Chlamydiia,0
NC_021308.1,Actinomycetes,1
NC_021308.1,Bacteroidia,0
NC_021308.1,Mollicutes,0
NC_021308.1,Epsilonproteobacteria,0
NC_021308.1,Gammaproteobacteria,0
NC_021308.1,Alphaproteobacteria,0
NC_021308.1,Bdellovibrionia,0
NC_021308.1,Spirochaetia,0
NC_021308.1,Deinococci,0
NC_021308.1,Betaproteobacteria,0
NC_021308.1,Cyanophyceae,0
NC_050147.1,Clostridia,0
NC_050147.1,Bacilli,0
NC_050147.1,Rhodothermia,0
NC_050147.1,Flavobacteriia,0
NC_050147.1,Chlamydiia,0
NC_050147.1,Actinomycetes,0
NC_050147.1,Bacteroidia,0
NC_050147.1,Mollicutes,0
NC_050147.1,Epsilonproteobacteria,0
NC_050147.1,Gammaproteobacteria,1
NC_050147.1,Alphaproteobacteria,0
NC_050147.1,Bdellovibrionia,0
NC_050147.1,Spirochaetia,0
NC_050147.1,Deinococci,0
NC_050147.1,Betaproteobacteria,0
NC_050147.1,Cyanophyceae,0
NC_052426.1,Clostridia,0
NC_052426.1,Bacilli,0
NC_052426.1,Rhodothermia,0
NC_052426.1,Flavobacteriia,0
NC_052426.1,Chlamydiia,0
NC_052426.1,Actinomycetes,1
NC_052426.1,Bacteroidia,0
NC_052426.1,Mollicutes,0
NC_052426.1,Epsilonproteobacteria,0
NC_052426.1,Gammaproteobacteria,0
NC_052426.1,Alphaproteobacteria,0
NC_052426.1,Bdellovibrionia,0
NC_052426.1,Spirochaetia,0
NC_052426.1,Deinococci,0
NC_052426.1,Betaproteobacteria,0
NC_052426.1,Cyanophyceae,0
NC_028967.1,Clostridia,0
NC_028967.1,Bacilli,0
NC_028967.1,Rhodothermia,0
NC_028967.1,Flavobacteriia,0
NC_028967.1,Chlamydiia,0
NC_028967.1,Actinomycetes,1
NC_028967.1,Bacteroidia,0
NC_028967.1,Mollicutes,0
NC_028967.1,Epsilonproteobacteria,0
NC_028967.1,Gammaproteobacteria,0
NC_028967.1,Alphaproteobacteria,0
NC_028967.1,Bdellovibrionia,0
NC_028967.1,Spirochaetia,0
NC_028967.1,Deinococci,0
NC_028967.1,Betaproteobacteria,0
NC_028967.1,Cyanophyceae,0
NC_005342.2,Clostridia,0
NC_005342.2,Bacilli,0
NC_005342.2,Rhodothermia,0
NC_005342.2,Flavobacteriia,0
NC_005342.2,Chlamydiia,0
NC_005342.2,Actinomycetes,0
NC_005342.2,Bacteroidia,0
NC_005342.2,Mollicutes,0
NC_005342.2,Epsilonproteobacteria,0
NC_005342.2,Gammaproteobacteria,0
NC_005342.2,Alphaproteobacteria,0
NC_005342.2,Bdellovibrionia,0
NC_005342.2,Spirochaetia,0
NC_005342.2,Deinococci,0
NC_005342.2,Betaproteobacteria,1
NC_005342.2,Cyanophyceae,0
NC_041919.1,Clostridia,0
NC_041919.1,Bacilli,0
NC_041919.1,Rhodothermia,0
NC_041919.1,Flavobacteriia,0
NC_041919.1,Chlamydiia,0
NC_041919.1,Actinomycetes,0
NC_041919.1,Bacteroidia,0
NC_041919.1,Mollicutes,0
NC_041919.1,Epsilonproteobacteria,0
NC_041919.1,Gammaproteobacteria,1
NC_041919.1,Alphaproteobacteria,0
NC_041919.1,Bdellovibrionia,0
NC_041919.1,Spirochaetia,0
NC_041919.1,Deinococci,0
NC_041919.1,Betaproteobacteria,0
NC_041919.1,Cyanophyceae,0
NC_049418.1,Clostridia,0
NC_049418.1,Bacilli,1
NC_049418.1,Rhodothermia,0
NC_049418.1,Flavobacteriia,0
NC_049418.1,Chlamydiia,0
NC_049418.1,Actinomycetes,0
NC_049418.1,Bacteroidia,0
NC_049418.1,Mollicutes,0
NC_049418.1,Epsilonproteobacteria,0
NC_049418.1,Gammaproteobacteria,0
NC_049418.1,Alphaproteobacteria,0
NC_049418.1,Bdellovibrionia,0
NC_049418.1,Spirochaetia,0
NC_049418.1,Deinococci,0
NC_049418.1,Betaproteobacteria,0
NC_049418.1,Cyanophyceae,0
NC_041888.1,Clostridia,0
NC_041888.1,Bacilli,0
NC_041888.1,Rhodothermia,0
NC_041888.1,Flavobacteriia,0
NC_041888.1,Chlamydiia,0
NC_041888.1,Actinomycetes,1
NC_041888.1,Bacteroidia,0
NC_041888.1,Mollicutes,0
NC_041888.1,Epsilonproteobacteria,0
NC_041888.1,Gammaproteobacteria,0
NC_041888.1,Alphaproteobacteria,0
NC_041888.1,Bdellovibrionia,0
NC_041888.1,Spirochaetia,0
NC_041888.1,Deinococci,0
NC_041888.1,Betaproteobacteria,0
NC_041888.1,Cyanophyceae,0
NC_048828.1,Clostridia,0
NC_048828.1,Bacilli,0
NC_048828.1,Rhodothermia,0
NC_048828.1,Flavobacteriia,0
NC_048828.1,Chlamydiia,0
NC_048828.1,Actinomycetes,0
NC_048828.1,Bacteroidia,0
NC_048828.1,Mollicutes,0
NC_048828.1,Epsilonproteobacteria,0
NC_048828.1,Gammaproteobacteria,1
NC_048828.1,Alphaproteobacteria,0
NC_048828.1,Bdellovibrionia,0
NC_048828.1,Spirochaetia,0
NC_048828.1,Deinococci,0
NC_048828.1,Betaproteobacteria,0
NC_048828.1,Cyanophyceae,0
NC_041950.1,Clostridia,0
NC_041950.1,Bacilli,0
NC_041950.1,Rhodothermia,0
NC_041950.1,Flavobacteriia,0
NC_041950.1,Chlamydiia,0
NC_041950.1,Actinomycetes,1
NC_041950.1,Bacteroidia,0
NC_041950.1,Mollicutes,0
NC_041950.1,Epsilonproteobacteria,0
NC_041950.1,Gammaproteobacteria,0
NC_041950.1,Alphaproteobacteria,0
NC_041950.1,Bdellovibrionia,0
NC_041950.1,Spirochaetia,0
NC_041950.1,Deinococci,0
NC_041950.1,Betaproteobacteria,0
NC_041950.1,Cyanophyceae,0
NC_031113.1,Clostridia,0
NC_031113.1,Bacilli,0
NC_031113.1,Rhodothermia,0
NC_031113.1,Flavobacteriia,0
NC_031113.1,Chlamydiia,0
NC_031113.1,Actinomycetes,0
NC_031113.1,Bacteroidia,0
NC_031113.1,Mollicutes,0
NC_031113.1,Epsilonproteobacteria,0
NC_031113.1,Gammaproteobacteria,1
NC_031113.1,Alphaproteobacteria,0
NC_031113.1,Bdellovibrionia,0
NC_031113.1,Spirochaetia,0
NC_031113.1,Deinococci,0
NC_031113.1,Betaproteobacteria,0
NC_031113.1,Cyanophyceae,0
NC_055032.1,Clostridia,0
NC_055032.1,Bacilli,0
NC_055032.1,Rhodothermia,0
NC_055032.1,Flavobacteriia,0
NC_055032.1,Chlamydiia,0
NC_055032.1,Actinomycetes,1
NC_055032.1,Bacteroidia,0
NC_055032.1,Mollicutes,0
NC_055032.1,Epsilonproteobacteria,0
NC_055032.1,Gammaproteobacteria,0
NC_055032.1,Alphaproteobacteria,0
NC_055032.1,Bdellovibrionia,0
NC_055032.1,Spirochaetia,0
NC_055032.1,Deinococci,0
NC_055032.1,Betaproteobacteria,0
NC_055032.1,Cyanophyceae,0
NC_006949.1,Clostridia,0
NC_006949.1,Bacilli,0
NC_006949.1,Rhodothermia,0
NC_006949.1,Flavobacteriia,0
NC_006949.1,Chlamydiia,0
NC_006949.1,Actinomycetes,0
NC_006949.1,Bacteroidia,0
NC_006949.1,Mollicutes,0
NC_006949.1,Epsilonproteobacteria,0
NC_006949.1,Gammaproteobacteria,1
NC_006949.1,Alphaproteobacteria,0
NC_006949.1,Bdellovibrionia,0
NC_006949.1,Spirochaetia,0
NC_006949.1,Deinococci,0
NC_006949.1,Betaproteobacteria,0
NC_006949.1,Cyanophyceae,0
NC_052443.1,Clostridia,0
NC_052443.1,Bacilli,0
NC_052443.1,Rhodothermia,0
NC_052443.1,Flavobacteriia,0
NC_052443.1,Chlamydiia,0
NC_052443.1,Actinomycetes,1
NC_052443.1,Bacteroidia,0
NC_052443.1,Mollicutes,0
NC_052443.1,Epsilonproteobacteria,0
NC_052443.1,Gammaproteobacteria,0
NC_052443.1,Alphaproteobacteria,0
NC_052443.1,Bdellovibrionia,0
NC_052443.1,Spirochaetia,0
NC_052443.1,Deinococci,0
NC_052443.1,Betaproteobacteria,0
NC_052443.1,Cyanophyceae,0
NC_019449.1,Clostridia,0
NC_019449.1,Bacilli,1
NC_019449.1,Rhodothermia,0
NC_019449.1,Flavobacteriia,0
NC_019449.1,Chlamydiia,0
NC_019449.1,Actinomycetes,0
NC_019449.1,Bacteroidia,0
NC_019449.1,Mollicutes,0
NC_019449.1,Epsilonproteobacteria,0
NC_019449.1,Gammaproteobacteria,0
NC_019449.1,Alphaproteobacteria,0
NC_019449.1,Bdellovibrionia,0
NC_019449.1,Spirochaetia,0
NC_019449.1,Deinococci,0
NC_019449.1,Betaproteobacteria,0
NC_019449.1,Cyanophyceae,0
NC_054424.1,Clostridia,0
NC_054424.1,Bacilli,0
NC_054424.1,Rhodothermia,0
NC_054424.1,Flavobacteriia,0
NC_054424.1,Chlamydiia,0
NC_054424.1,Actinomycetes,1
NC_054424.1,Bacteroidia,0
NC_054424.1,Mollicutes,0
NC_054424.1,Epsilonproteobacteria,0
NC_054424.1,Gammaproteobacteria,0
NC_054424.1,Alphaproteobacteria,0
NC_054424.1,Bdellovibrionia,0
NC_054424.1,Spirochaetia,0
NC_054424.1,Deinococci,0
NC_054424.1,Betaproteobacteria,0
NC_054424.1,Cyanophyceae,0
NC_028991.1,Clostridia,1
NC_028991.1,Bacilli,0
NC_028991.1,Rhodothermia,0
NC_028991.1,Flavobacteriia,0
NC_028991.1,Chlamydiia,0
NC_028991.1,Actinomycetes,0
NC_028991.1,Bacteroidia,0
NC_028991.1,Mollicutes,0
NC_028991.1,Epsilonproteobacteria,0
NC_028991.1,Gammaproteobacteria,0
NC_028991.1,Alphaproteobacteria,0
NC_028991.1,Bdellovibrionia,0
NC_028991.1,Spirochaetia,0
NC_028991.1,Deinococci,0
NC_028991.1,Betaproteobacteria,0
NC_028991.1,Cyanophyceae,0
NC_021299.1,Clostridia,0
NC_021299.1,Bacilli,0
NC_021299.1,Rhodothermia,0
NC_021299.1,Flavobacteriia,0
NC_021299.1,Chlamydiia,0
NC_021299.1,Actinomycetes,1
NC_021299.1,Bacteroidia,0
NC_021299.1,Mollicutes,0
NC_021299.1,Epsilonproteobacteria,0
NC_021299.1,Gammaproteobacteria,0
NC_021299.1,Alphaproteobacteria,0
NC_021299.1,Bdellovibrionia,0
NC_021299.1,Spirochaetia,0
NC_021299.1,Deinococci,0
NC_021299.1,Betaproteobacteria,0
NC_021299.1,Cyanophyceae,0
NC_051615.1,Clostridia,0
NC_051615.1,Bacilli,0
NC_051615.1,Rhodothermia,0
NC_051615.1,Flavobacteriia,0
NC_051615.1,Chlamydiia,0
NC_051615.1,Actinomycetes,1
NC_051615.1,Bacteroidia,0
NC_051615.1,Mollicutes,0
NC_051615.1,Epsilonproteobacteria,0
NC_051615.1,Gammaproteobacteria,0
NC_051615.1,Alphaproteobacteria,0
NC_051615.1,Bdellovibrionia,0
NC_051615.1,Spirochaetia,0
NC_051615.1,Deinococci,0
NC_051615.1,Betaproteobacteria,0
NC_051615.1,Cyanophyceae,0
NC_048804.1,Clostridia,0
NC_048804.1,Bacilli,0
NC_048804.1,Rhodothermia,0
NC_048804.1,Flavobacteriia,0
NC_048804.1,Chlamydiia,0
NC_048804.1,Actinomycetes,0
NC_048804.1,Bacteroidia,0
NC_048804.1,Mollicutes,0
NC_048804.1,Epsilonproteobacteria,0
NC_048804.1,Gammaproteobacteria,1
NC_048804.1,Alphaproteobacteria,0
NC_048804.1,Bdellovibrionia,0
NC_048804.1,Spirochaetia,0
NC_048804.1,Deinococci,0
NC_048804.1,Betaproteobacteria,0
NC_048804.1,Cyanophyceae,0
NC_047729.1,Clostridia,0
NC_047729.1,Bacilli,1
NC_047729.1,Rhodothermia,0
NC_047729.1,Flavobacteriia,0
NC_047729.1,Chlamydiia,0
NC_047729.1,Actinomycetes,0
NC_047729.1,Bacteroidia,0
NC_047729.1,Mollicutes,0
NC_047729.1,Epsilonproteobacteria,0
NC_047729.1,Gammaproteobacteria,0
NC_047729.1,Alphaproteobacteria,0
NC_047729.1,Bdellovibrionia,0
NC_047729.1,Spirochaetia,0
NC_047729.1,Deinococci,0
NC_047729.1,Betaproteobacteria,0
NC_047729.1,Cyanophyceae,0
NC_022985.1,Clostridia,0
NC_022985.1,Bacilli,0
NC_022985.1,Rhodothermia,0
NC_022985.1,Flavobacteriia,0
NC_022985.1,Chlamydiia,0
