phage,phy,scorephy
NC_047975.1,Deinococcota,0
NC_047975.1,Chlamydiota,0
NC_047975.1,Actinomycetota,1
NC_047975.1,Campylobacterota,0
NC_048105.1,Mycoplasmatota,0
NC_048105.1,Spirochaetota,0
NC_048105.1,Cyanobacteriota,0
NC_048105.1,Bacillota,0
NC_048105.1,Bacteroidota,0
NC_048105.1,Rhodothermota,0
NC_048105.1,Pseudomonadota,1
NC_048105.1,Bdellovibrionota,0
NC_048105.1,Deinococcota,0
NC_048105.1,Chlamydiota,0
NC_048105.1,Actinomycetota,0
NC_048105.1,Campylobacterota,0
NC_047796.1,Mycoplasmatota,0
NC_047796.1,Spirochaetota,0
NC_047796.1,Cyanobacteriota,0
NC_047796.1,Bacillota,1
NC_047796.1,Bacteroidota,0
NC_047796.1,Rhodothermota,0
NC_047796.1,Pseudomonadota,0
NC_047796.1,Bdellovibrionota,0
NC_047796.1,Deinococcota,0
NC_047796.1,Chlamydiota,0
NC_047796.1,Actinomycetota,0
NC_047796.1,Campylobacterota,0
NC_054771.1,Mycoplasmatota,0
NC_054771.1,Spirochaetota,0
NC_054771.1,Cyanobacteriota,0
NC_054771.1,Bacillota,0
NC_054771.1,Bacteroidota,0
NC_054771.1,Rhodothermota,0
NC_054771.1,Pseudomonadota,0
NC_054771.1,Bdellovibrionota,0
NC_054771.1,Deinococcota,0
NC_054771.1,Chlamydiota,0
NC_054771.1,Actinomycetota,1
NC_054771.1,Campylobacterota,0
NC_041878.1,Mycoplasmatota,0
NC_041878.1,Spirochaetota,0
NC_041878.1,Cyanobacteriota,0
NC_041878.1,Bacillota,0
NC_041878.1,Bacteroidota,0
NC_041878.1,Rhodothermota,0
NC_041878.1,Pseudomonadota,1
NC_041878.1,Bdellovibrionota,0
NC_041878.1,Deinococcota,0
NC_041878.1,Chlamydiota,0
NC_041878.1,Actinomycetota,0
NC_041878.1,Campylobacterota,0
NC_055711.1,Mycoplasmatota,0
NC_055711.1,Spirochaetota,0
NC_055711.1,Cyanobacteriota,0
NC_055711.1,Bacillota,0
NC_055711.1,Bacteroidota,0
NC_055711.1,Rhodothermota,0
NC_055711.1,Pseudomonadota,1
NC_055711.1,Bdellovibrionota,0
NC_055711.1,Deinococcota,0
NC_055711.1,Chlamydiota,0
NC_055711.1,Actinomycetota,0
NC_055711.1,Campylobacterota,0
NC_001423.1,Mycoplasmatota,0
NC_001423.1,Spirochaetota,0
NC_001423.1,Cyanobacteriota,0
NC_001423.1,Bacillota,1
NC_001423.1,Bacteroidota,0
NC_001423.1,Rhodothermota,0
NC_001423.1,Pseudomonadota,0
NC_001423.1,Bdellovibrionota,0
NC_001423.1,Deinococcota,0
NC_001423.1,Chlamydiota,0
NC_001423.1,Actinomycetota,0
NC_001423.1,Campylobacterota,0
NC_041937.1,Mycoplasmatota,0
NC_041937.1,Spirochaetota,0
NC_041937.1,Cyanobacteriota,0
NC_041937.1,Bacillota,0
NC_041937.1,Bacteroidota,0
NC_041937.1,Rhodothermota,0
NC_041937.1,Pseudomonadota,1
NC_041937.1,Bdellovibrionota,0
NC_041937.1,Deinococcota,0
NC_041937.1,Chlamydiota,0
NC_041937.1,Actinomycetota,0
NC_041937.1,Campylobacterota,0
NC_024793.1,Mycoplasmatota,0
NC_024793.1,Spirochaetota,0
NC_024793.1,Cyanobacteriota,0
NC_024793.1,Bacillota,0
NC_024793.1,Bacteroidota,0
NC_024793.1,Rhodothermota,0
NC_024793.1,Pseudomonadota,1
NC_024793.1,Bdellovibrionota,0
NC_024793.1,Deinococcota,0
NC_024793.1,Chlamydiota,0
NC_024793.1,Actinomycetota,0
NC_024793.1,Campylobacterota,0
NC_048148.1,Mycoplasmatota,0
NC_048148.1,Spirochaetota,0
NC_048148.1,Cyanobacteriota,0
NC_048148.1,Bacillota,0
NC_048148.1,Bacteroidota,0
NC_048148.1,Rhodothermota,0
NC_048148.1,Pseudomonadota,1
NC_048148.1,Bdellovibrionota,0
NC_048148.1,Deinococcota,0
NC_048148.1,Chlamydiota,0
NC_048148.1,Actinomycetota,0
NC_048148.1,Campylobacterota,0
NC_041877.1,Mycoplasmatota,0
NC_041877.1,Spirochaetota,0
NC_041877.1,Cyanobacteriota,0
NC_041877.1,Bacillota,0
NC_041877.1,Bacteroidota,0
NC_041877.1,Rhodothermota,0
NC_041877.1,Pseudomonadota,1
NC_041877.1,Bdellovibrionota,0
NC_041877.1,Deinococcota,0
NC_041877.1,Chlamydiota,0
NC_041877.1,Actinomycetota,0
NC_041877.1,Campylobacterota,0
NC_015249.1,Mycoplasmatota,0
NC_015249.1,Spirochaetota,0
NC_015249.1,Cyanobacteriota,0
NC_015249.1,Bacillota,0
NC_015249.1,Bacteroidota,0
NC_015249.1,Rhodothermota,0
NC_015249.1,Pseudomonadota,1
NC_015249.1,Bdellovibrionota,0
NC_015249.1,Deinococcota,0
NC_015249.1,Chlamydiota,0
NC_015249.1,Actinomycetota,0
NC_015249.1,Campylobacterota,0
NC_054450.1,Mycoplasmatota,0
NC_054450.1,Spirochaetota,0
NC_054450.1,Cyanobacteriota,0
NC_054450.1,Bacillota,0
NC_054450.1,Bacteroidota,0
NC_054450.1,Rhodothermota,0
NC_054450.1,Pseudomonadota,0
NC_054450.1,Bdellovibrionota,0
NC_054450.1,Deinococcota,0
NC_054450.1,Chlamydiota,0
NC_054450.1,Actinomycetota,1
NC_054450.1,Campylobacterota,0
NC_042136.1,Mycoplasmatota,0
NC_042136.1,Spirochaetota,0
NC_042136.1,Cyanobacteriota,0
NC_042136.1,Bacillota,0
NC_042136.1,Bacteroidota,0
NC_042136.1,Rhodothermota,0
NC_042136.1,Pseudomonadota,1
NC_042136.1,Bdellovibrionota,0
NC_042136.1,Deinococcota,0
NC_042136.1,Chlamydiota,0
NC_042136.1,Actinomycetota,0
NC_042136.1,Campylobacterota,0
NC_054962.1,Mycoplasmatota,0
NC_054962.1,Spirochaetota,0
NC_054962.1,Cyanobacteriota,0
NC_054962.1,Bacillota,0
NC_054962.1,Bacteroidota,0
NC_054962.1,Rhodothermota,0
NC_054962.1,Pseudomonadota,1
NC_054962.1,Bdellovibrionota,0
NC_054962.1,Deinococcota,0
NC_054962.1,Chlamydiota,0
NC_054962.1,Actinomycetota,0
NC_054962.1,Campylobacterota,0
NC_023691.1,Mycoplasmatota,0
NC_023691.1,Spirochaetota,0
NC_023691.1,Cyanobacteriota,0
NC_023691.1,Bacillota,0
NC_023691.1,Bacteroidota,0
NC_023691.1,Rhodothermota,0
NC_023691.1,Pseudomonadota,0
NC_023691.1,Bdellovibrionota,0
NC_023691.1,Deinococcota,0
NC_023691.1,Chlamydiota,0
NC_023691.1,Actinomycetota,1
NC_023691.1,Campylobacterota,0
NC_054714.1,Mycoplasmatota,0
NC_054714.1,Spirochaetota,0
NC_054714.1,Cyanobacteriota,0
NC_054714.1,Bacillota,0
NC_054714.1,Bacteroidota,0
NC_054714.1,Rhodothermota,0
NC_054714.1,Pseudomonadota,0
NC_054714.1,Bdellovibrionota,0
NC_054714.1,Deinococcota,0
NC_054714.1,Chlamydiota,0
NC_054714.1,Actinomycetota,1
NC_054714.1,Campylobacterota,0
NC_007053.1,Mycoplasmatota,0
NC_007053.1,Spirochaetota,0
NC_007053.1,Cyanobacteriota,0
NC_007053.1,Bacillota,1
NC_007053.1,Bacteroidota,0
NC_007053.1,Rhodothermota,0
NC_007053.1,Pseudomonadota,0
NC_007053.1,Bdellovibrionota,0
NC_007053.1,Deinococcota,0
NC_007053.1,Chlamydiota,0
NC_007053.1,Actinomycetota,0
NC_007053.1,Campylobacterota,0
NC_049357.1,Mycoplasmatota,0
NC_049357.1,Spirochaetota,0
NC_049357.1,Cyanobacteriota,0
NC_049357.1,Bacillota,1
NC_049357.1,Bacteroidota,0
NC_049357.1,Rhodothermota,0
NC_049357.1,Pseudomonadota,0
NC_049357.1,Bdellovibrionota,0
NC_049357.1,Deinococcota,0
NC_049357.1,Chlamydiota,0
NC_049357.1,Actinomycetota,0
NC_049357.1,Campylobacterota,0
NC_027984.1,Mycoplasmatota,0
NC_027984.1,Spirochaetota,0
NC_027984.1,Cyanobacteriota,0
NC_027984.1,Bacillota,0
NC_027984.1,Bacteroidota,0
NC_027984.1,Rhodothermota,0
NC_027984.1,Pseudomonadota,1
NC_027984.1,Bdellovibrionota,0
NC_027984.1,Deinococcota,0
NC_027984.1,Chlamydiota,0
NC_027984.1,Actinomycetota,0
NC_027984.1,Campylobacterota,0
NC_022970.1,Mycoplasmatota,0
NC_022970.1,Spirochaetota,0
NC_022970.1,Cyanobacteriota,0
NC_022970.1,Bacillota,0
NC_022970.1,Bacteroidota,0
NC_022970.1,Rhodothermota,0
NC_022970.1,Pseudomonadota,1
NC_022970.1,Bdellovibrionota,0
NC_022970.1,Deinococcota,0
NC_022970.1,Chlamydiota,0
NC_022970.1,Actinomycetota,0
NC_022970.1,Campylobacterota,0
NC_055042.1,Mycoplasmatota,0
NC_055042.1,Spirochaetota,0
NC_055042.1,Cyanobacteriota,0
NC_055042.1,Bacillota,1
NC_055042.1,Bacteroidota,0
NC_055042.1,Rhodothermota,0
NC_055042.1,Pseudomonadota,0
NC_055042.1,Bdellovibrionota,0
NC_055042.1,Deinococcota,0
NC_055042.1,Chlamydiota,0
NC_055042.1,Actinomycetota,0
NC_055042.1,Campylobacterota,0
NC_016563.1,Mycoplasmatota,0
NC_016563.1,Spirochaetota,0
NC_016563.1,Cyanobacteriota,0
NC_016563.1,Bacillota,1
NC_016563.1,Bacteroidota,0
NC_016563.1,Rhodothermota,0
NC_016563.1,Pseudomonadota,0
NC_016563.1,Bdellovibrionota,0
NC_016563.1,Deinococcota,0
NC_016563.1,Chlamydiota,0
NC_016563.1,Actinomycetota,0
NC_016563.1,Campylobacterota,0
NC_003444.1,Mycoplasmatota,0
NC_003444.1,Spirochaetota,0
NC_003444.1,Cyanobacteriota,0
NC_003444.1,Bacillota,0
NC_003444.1,Bacteroidota,0
NC_003444.1,Rhodothermota,0
NC_003444.1,Pseudomonadota,1
NC_003444.1,Bdellovibrionota,0
NC_003444.1,Deinococcota,0
NC_003444.1,Chlamydiota,0
NC_003444.1,Actinomycetota,0
NC_003444.1,Campylobacterota,0
NC_055021.1,Mycoplasmatota,0
NC_055021.1,Spirochaetota,0
NC_055021.1,Cyanobacteriota,0
NC_055021.1,Bacillota,1
NC_055021.1,Bacteroidota,0
NC_055021.1,Rhodothermota,0
NC_055021.1,Pseudomonadota,0
NC_055021.1,Bdellovibrionota,0
NC_055021.1,Deinococcota,0
NC_055021.1,Chlamydiota,0
NC_055021.1,Actinomycetota,0
NC_055021.1,Campylobacterota,0
NC_029033.1,Mycoplasmatota,0
NC_029033.1,Spirochaetota,0
NC_029033.1,Cyanobacteriota,0
NC_029033.1,Bacillota,0
NC_029033.1,Bacteroidota,0
NC_029033.1,Rhodothermota,0
NC_029033.1,Pseudomonadota,1
NC_029033.1,Bdellovibrionota,0
NC_029033.1,Deinococcota,0
NC_029033.1,Chlamydiota,0
NC_029033.1,Actinomycetota,0
NC_029033.1,Campylobacterota,0
NC_054681.1,Mycoplasmatota,0
NC_054681.1,Spirochaetota,0
NC_054681.1,Cyanobacteriota,0
NC_054681.1,Bacillota,0
NC_054681.1,Bacteroidota,0
NC_054681.1,Rhodothermota,0
NC_054681.1,Pseudomonadota,0
NC_054681.1,Bdellovibrionota,0
NC_054681.1,Deinococcota,0
NC_054681.1,Chlamydiota,0
NC_054681.1,Actinomycetota,1
NC_054681.1,Campylobacterota,0
NC_012753.1,Mycoplasmatota,0
NC_012753.1,Spirochaetota,0
NC_012753.1,Cyanobacteriota,0
NC_012753.1,Bacillota,1
NC_012753.1,Bacteroidota,0
NC_012753.1,Rhodothermota,0
NC_012753.1,Pseudomonadota,0
NC_012753.1,Bdellovibrionota,0
NC_012753.1,Deinococcota,0
NC_012753.1,Chlamydiota,0
NC_012753.1,Actinomycetota,0
NC_012753.1,Campylobacterota,0
NC_051642.1,Mycoplasmatota,0
NC_051642.1,Spirochaetota,0
NC_051642.1,Cyanobacteriota,0
NC_051642.1,Bacillota,0
NC_051642.1,Bacteroidota,0
NC_051642.1,Rhodothermota,0
NC_051642.1,Pseudomonadota,0
NC_051642.1,Bdellovibrionota,0
NC_051642.1,Deinococcota,0
NC_051642.1,Chlamydiota,0
NC_051642.1,Actinomycetota,1
NC_051642.1,Campylobacterota,0
NC_052441.1,Mycoplasmatota,0
NC_052441.1,Spirochaetota,0
NC_052441.1,Cyanobacteriota,0
NC_052441.1,Bacillota,0
NC_052441.1,Bacteroidota,0
NC_052441.1,Rhodothermota,0
NC_052441.1,Pseudomonadota,0
NC_052441.1,Bdellovibrionota,0
NC_052441.1,Deinococcota,0
NC_052441.1,Chlamydiota,0
NC_052441.1,Actinomycetota,1
NC_052441.1,Campylobacterota,0
NC_048791.1,Mycoplasmatota,0
NC_048791.1,Spirochaetota,0
NC_048791.1,Cyanobacteriota,0
NC_048791.1,Bacillota,0
NC_048791.1,Bacteroidota,0
NC_048791.1,Rhodothermota,0
NC_048791.1,Pseudomonadota,0
NC_048791.1,Bdellovibrionota,0
NC_048791.1,Deinococcota,0
NC_048791.1,Chlamydiota,0
NC_048791.1,Actinomycetota,1
NC_048791.1,Campylobacterota,0
NC_023580.1,Mycoplasmatota,0
NC_023580.1,Spirochaetota,0
NC_023580.1,Cyanobacteriota,0
NC_023580.1,Bacillota,0
NC_023580.1,Bacteroidota,0
NC_023580.1,Rhodothermota,0
NC_023580.1,Pseudomonadota,0
NC_023580.1,Bdellovibrionota,0
NC_023580.1,Deinococcota,0
NC_023580.1,Chlamydiota,0
NC_023580.1,Actinomycetota,1
NC_023580.1,Campylobacterota,0
NC_048635.1,Mycoplasmatota,0
NC_048635.1,Spirochaetota,0
NC_048635.1,Cyanobacteriota,0
NC_048635.1,Bacillota,1
NC_048635.1,Bacteroidota,0
NC_048635.1,Rhodothermota,0
NC_048635.1,Pseudomonadota,0
NC_048635.1,Bdellovibrionota,0
NC_048635.1,Deinococcota,0
NC_048635.1,Chlamydiota,0
NC_048635.1,Actinomycetota,0
NC_048635.1,Campylobacterota,0
NC_051662.1,Mycoplasmatota,0
NC_051662.1,Spirochaetota,0
NC_051662.1,Cyanobacteriota,0
NC_051662.1,Bacillota,0
NC_051662.1,Bacteroidota,0
NC_051662.1,Rhodothermota,0
NC_051662.1,Pseudomonadota,0
NC_051662.1,Bdellovibrionota,0
NC_051662.1,Deinococcota,0
NC_051662.1,Chlamydiota,0
NC_051662.1,Actinomycetota,1
NC_051662.1,Campylobacterota,0
NC_055776.1,Mycoplasmatota,0
NC_055776.1,Spirochaetota,0
NC_055776.1,Cyanobacteriota,0
NC_055776.1,Bacillota,0
NC_055776.1,Bacteroidota,0
NC_055776.1,Rhodothermota,0
NC_055776.1,Pseudomonadota,0
NC_055776.1,Bdellovibrionota,0
NC_055776.1,Deinococcota,0
NC_055776.1,Chlamydiota,0
NC_055776.1,Actinomycetota,1
NC_055776.1,Campylobacterota,0
NC_022749.1,Mycoplasmatota,0
NC_022749.1,Spirochaetota,0
NC_022749.1,Cyanobacteriota,0
NC_022749.1,Bacillota,0
NC_022749.1,Bacteroidota,0
NC_022749.1,Rhodothermota,0
NC_022749.1,Pseudomonadota,1
NC_022749.1,Bdellovibrionota,0
NC_022749.1,Deinococcota,0
NC_022749.1,Chlamydiota,0
NC_022749.1,Actinomycetota,0
NC_022749.1,Campylobacterota,0
NC_005083.2,Mycoplasmatota,0
NC_005083.2,Spirochaetota,0
NC_005083.2,Cyanobacteriota,0
NC_005083.2,Bacillota,0
NC_005083.2,Bacteroidota,0
NC_005083.2,Rhodothermota,0
NC_005083.2,Pseudomonadota,1
NC_005083.2,Bdellovibrionota,0
NC_005083.2,Deinococcota,0
NC_005083.2,Chlamydiota,0
NC_005083.2,Actinomycetota,0
NC_005083.2,Campylobacterota,0
NC_021337.1,Mycoplasmatota,0
NC_021337.1,Spirochaetota,0
NC_021337.1,Cyanobacteriota,0
NC_021337.1,Bacillota,0
NC_021337.1,Bacteroidota,0
NC_021337.1,Rhodothermota,0
NC_021337.1,Pseudomonadota,1
NC_021337.1,Bdellovibrionota,0
NC_021337.1,Deinococcota,0
NC_021337.1,Chlamydiota,0
NC_021337.1,Actinomycetota,0
NC_021337.1,Campylobacterota,0
NC_019509.1,Mycoplasmatota,0
NC_019509.1,Spirochaetota,0
NC_019509.1,Cyanobacteriota,0
NC_019509.1,Bacillota,0
NC_019509.1,Bacteroidota,0
NC_019509.1,Rhodothermota,0
NC_019509.1,Pseudomonadota,1
NC_019509.1,Bdellovibrionota,0
NC_019509.1,Deinococcota,0
NC_019509.1,Chlamydiota,0
NC_019509.1,Actinomycetota,0
NC_019509.1,Campylobacterota,0
NC_047850.1,Mycoplasmatota,0
NC_047850.1,Spirochaetota,0
NC_047850.1,Cyanobacteriota,0
NC_047850.1,Bacillota,0
NC_047850.1,Bacteroidota,0
NC_047850.1,Rhodothermota,0
NC_047850.1,Pseudomonadota,1
NC_047850.1,Bdellovibrionota,0
NC_047850.1,Deinococcota,0
NC_047850.1,Chlamydiota,0
NC_047850.1,Actinomycetota,0
NC_047850.1,Campylobacterota,0
NC_026017.1,Mycoplasmatota,0
NC_026017.1,Spirochaetota,0
NC_026017.1,Cyanobacteriota,0
NC_026017.1,Bacillota,0
NC_026017.1,Bacteroidota,0
NC_026017.1,Rhodothermota,0
NC_026017.1,Pseudomonadota,1
NC_026017.1,Bdellovibrionota,0
NC_026017.1,Deinococcota,0
NC_026017.1,Chlamydiota,0
NC_026017.1,Actinomycetota,0
NC_026017.1,Campylobacterota,0
NC_021784.1,Mycoplasmatota,0
NC_021784.1,Spirochaetota,0
NC_021784.1,Cyanobacteriota,0
NC_021784.1,Bacillota,0
NC_021784.1,Bacteroidota,0
NC_021784.1,Rhodothermota,0
NC_021784.1,Pseudomonadota,0
NC_021784.1,Bdellovibrionota,0
NC_021784.1,Deinococcota,1
NC_021784.1,Chlamydiota,0
NC_021784.1,Actinomycetota,0
NC_021784.1,Campylobacterota,0
NC_041977.1,Mycoplasmatota,0
NC_041977.1,Spirochaetota,0
NC_041977.1,Cyanobacteriota,0
NC_041977.1,Bacillota,0
NC_041977.1,Bacteroidota,0
NC_041977.1,Rhodothermota,0
NC_041977.1,Pseudomonadota,1
NC_041977.1,Bdellovibrionota,0
NC_041977.1,Deinococcota,0
NC_041977.1,Chlamydiota,0
NC_041977.1,Actinomycetota,0
NC_041977.1,Campylobacterota,0
NC_049900.1,Mycoplasmatota,0
NC_049900.1,Spirochaetota,0
NC_049900.1,Cyanobacteriota,0
NC_049900.1,Bacillota,1
NC_049900.1,Bacteroidota,0
NC_049900.1,Rhodothermota,0
NC_049900.1,Pseudomonadota,0
NC_049900.1,Bdellovibrionota,0
NC_049900.1,Deinococcota,0
NC_049900.1,Chlamydiota,0
NC_049900.1,Actinomycetota,0
NC_049900.1,Campylobacterota,0
NC_031080.1,Mycoplasmatota,0
NC_031080.1,Spirochaetota,0
NC_031080.1,Cyanobacteriota,0
NC_031080.1,Bacillota,0
NC_031080.1,Bacteroidota,0
NC_031080.1,Rhodothermota,0
NC_031080.1,Pseudomonadota,0
NC_031080.1,Bdellovibrionota,0
NC_031080.1,Deinococcota,0
NC_031080.1,Chlamydiota,0
NC_031080.1,Actinomycetota,1
NC_031080.1,Campylobacterota,0
NC_048676.1,Mycoplasmatota,0
NC_048676.1,Spirochaetota,0
NC_048676.1,Cyanobacteriota,0
NC_048676.1,Bacillota,0
NC_048676.1,Bacteroidota,0
NC_048676.1,Rhodothermota,0
NC_048676.1,Pseudomonadota,1
NC_048676.1,Bdellovibrionota,0
NC_048676.1,Deinococcota,0
NC_048676.1,Chlamydiota,0
NC_048676.1,Actinomycetota,0
NC_048676.1,Campylobacterota,0
NC_030950.1,Mycoplasmatota,0
NC_030950.1,Spirochaetota,0
NC_030950.1,Cyanobacteriota,0
NC_030950.1,Bacillota,1
NC_030950.1,Bacteroidota,0
NC_030950.1,Rhodothermota,0
NC_030950.1,Pseudomonadota,0
NC_030950.1,Bdellovibrionota,0
NC_030950.1,Deinococcota,0
NC_030950.1,Chlamydiota,0
NC_030950.1,Actinomycetota,0
NC_030950.1,Campylobacterota,0
NC_054679.1,Mycoplasmatota,0
NC_054679.1,Spirochaetota,0
NC_054679.1,Cyanobacteriota,0
NC_054679.1,Bacillota,0
NC_054679.1,Bacteroidota,0
NC_054679.1,Rhodothermota,0
NC_054679.1,Pseudomonadota,0
NC_054679.1,Bdellovibrionota,0
NC_054679.1,Deinococcota,0
NC_054679.1,Chlamydiota,0
NC_054679.1,Actinomycetota,1
NC_054679.1,Campylobacterota,0
NC_028810.1,Mycoplasmatota,0
NC_028810.1,Spirochaetota,0
NC_028810.1,Cyanobacteriota,0
NC_028810.1,Bacillota,0
NC_028810.1,Bacteroidota,0
NC_028810.1,Rhodothermota,0
NC_028810.1,Pseudomonadota,0
NC_028810.1,Bdellovibrionota,0
NC_028810.1,Deinococcota,0
NC_028810.1,Chlamydiota,0
NC_028810.1,Actinomycetota,1
NC_028810.1,Campylobacterota,0
NC_052415.1,Mycoplasmatota,0
NC_052415.1,Spirochaetota,0
NC_052415.1,Cyanobacteriota,0
NC_052415.1,Bacillota,0
NC_052415.1,Bacteroidota,0
NC_052415.1,Rhodothermota,0
NC_052415.1,Pseudomonadota,0
NC_052415.1,Bdellovibrionota,0
NC_052415.1,Deinococcota,0
NC_052415.1,Chlamydiota,0
NC_052415.1,Actinomycetota,1
NC_052415.1,Campylobacterota,0
NC_054794.1,Mycoplasmatota,0
NC_054794.1,Spirochaetota,0
NC_054794.1,Cyanobacteriota,0
NC_054794.1,Bacillota,0
NC_054794.1,Bacteroidota,0
NC_054794.1,Rhodothermota,0
NC_054794.1,Pseudomonadota,0
NC_054794.1,Bdellovibrionota,0
NC_054794.1,Deinococcota,0
NC_054794.1,Chlamydiota,0
NC_054794.1,Actinomycetota,1
NC_054794.1,Campylobacterota,0
NC_024207.1,Mycoplasmatota,0
NC_024207.1,Spirochaetota,0
NC_024207.1,Cyanobacteriota,0
NC_024207.1,Bacillota,1
NC_024207.1,Bacteroidota,0
NC_024207.1,Rhodothermota,0
NC_024207.1,Pseudomonadota,0
NC_024207.1,Bdellovibrionota,0
NC_024207.1,Deinococcota,0
NC_024207.1,Chlamydiota,0
NC_024207.1,Actinomycetota,0
NC_024207.1,Campylobacterota,0
NC_027390.1,Mycoplasmatota,0
NC_027390.1,Spirochaetota,0
NC_027390.1,Cyanobacteriota,0
NC_027390.1,Bacillota,0
NC_027390.1,Bacteroidota,0
NC_027390.1,Rhodothermota,0
NC_027390.1,Pseudomonadota,1
NC_027390.1,Bdellovibrionota,0
NC_027390.1,Deinococcota,0
NC_027390.1,Chlamydiota,0
NC_027390.1,Actinomycetota,0
NC_027390.1,Campylobacterota,0
NC_019715.1,Mycoplasmatota,0
NC_019715.1,Spirochaetota,0
NC_019715.1,Cyanobacteriota,0
NC_019715.1,Bacillota,0
NC_019715.1,Bacteroidota,0
NC_019715.1,Rhodothermota,0
NC_019715.1,Pseudomonadota,1
NC_019715.1,Bdellovibrionota,0
NC_019715.1,Deinococcota,0
NC_019715.1,Chlamydiota,0
NC_019715.1,Actinomycetota,0
NC_019715.1,Campylobacterota,0
NC_028976.1,Mycoplasmatota,0
NC_028976.1,Spirochaetota,0
NC_028976.1,Cyanobacteriota,0
NC_028976.1,Bacillota,0
NC_028976.1,Bacteroidota,0
NC_028976.1,Rhodothermota,0
NC_028976.1,Pseudomonadota,0
NC_028976.1,Bdellovibrionota,0
NC_028976.1,Deinococcota,0
NC_028976.1,Chlamydiota,0
NC_028976.1,Actinomycetota,1
NC_028976.1,Campylobacterota,0
NC_042122.1,Mycoplasmatota,0
NC_042122.1,Spirochaetota,0
NC_042122.1,Cyanobacteriota,0
NC_042122.1,Bacillota,0
NC_042122.1,Bacteroidota,0
NC_042122.1,Rhodothermota,0
NC_042122.1,Pseudomonadota,1
NC_042122.1,Bdellovibrionota,0
NC_042122.1,Deinococcota,0
NC_042122.1,Chlamydiota,0
NC_042122.1,Actinomycetota,0
NC_042122.1,Campylobacterota,0
NC_028901.1,Mycoplasmatota,0
NC_028901.1,Spirochaetota,0
NC_028901.1,Cyanobacteriota,0
NC_028901.1,Bacillota,0
NC_028901.1,Bacteroidota,0
NC_028901.1,Rhodothermota,0
NC_028901.1,Pseudomonadota,1
NC_028901.1,Bdellovibrionota,0
NC_028901.1,Deinococcota,0
NC_028901.1,Chlamydiota,0
NC_028901.1,Actinomycetota,0
NC_028901.1,Campylobacterota,0
NC_049463.1,Mycoplasmatota,0
NC_049463.1,Spirochaetota,0
NC_049463.1,Cyanobacteriota,0
NC_049463.1,Bacillota,0
NC_049463.1,Bacteroidota,0
NC_049463.1,Rhodothermota,0
NC_049463.1,Pseudomonadota,1
NC_049463.1,Bdellovibrionota,0
NC_049463.1,Deinococcota,0
NC_049463.1,Chlamydiota,0
NC_049463.1,Actinomycetota,0
NC_049463.1,Campylobacterota,0
NC_041988.1,Mycoplasmatota,0
NC_041988.1,Spirochaetota,0
NC_041988.1,Cyanobacteriota,0
NC_041988.1,Bacillota,0
NC_041988.1,Bacteroidota,0
NC_041988.1,Rhodothermota,0
NC_041988.1,Pseudomonadota,0
NC_041988.1,Bdellovibrionota,0
NC_041988.1,Deinococcota,0
NC_041988.1,Chlamydiota,0
NC_041988.1,Actinomycetota,1
NC_041988.1,Campylobacterota,0
NC_048624.1,Mycoplasmatota,0
NC_048624.1,Spirochaetota,0
NC_048624.1,Cyanobacteriota,0
NC_048624.1,Bacillota,1
NC_048624.1,Bacteroidota,0
NC_048624.1,Rhodothermota,0
NC_048624.1,Pseudomonadota,0
NC_048624.1,Bdellovibrionota,0
NC_048624.1,Deinococcota,0
NC_048624.1,Chlamydiota,0
NC_048624.1,Actinomycetota,0
NC_048624.1,Campylobacterota,0
NC_011044.1,Mycoplasmatota,0
NC_011044.1,Spirochaetota,0
NC_011044.1,Cyanobacteriota,0
NC_011044.1,Bacillota,0
NC_011044.1,Bacteroidota,0
NC_011044.1,Rhodothermota,0
NC_011044.1,Pseudomonadota,0
NC_011044.1,Bdellovibrionota,0
NC_011044.1,Deinococcota,0
NC_011044.1,Chlamydiota,0
NC_011044.1,Actinomycetota,1
NC_011044.1,Campylobacterota,0
NC_031062.2,Mycoplasmatota,0
NC_031062.2,Spirochaetota,0
NC_031062.2,Cyanobacteriota,0
NC_031062.2,Bacillota,0
NC_031062.2,Bacteroidota,0
NC_031062.2,Rhodothermota,0
NC_031062.2,Pseudomonadota,1
NC_031062.2,Bdellovibrionota,0
NC_031062.2,Deinococcota,0
NC_031062.2,Chlamydiota,0
NC_031062.2,Actinomycetota,0
NC_031062.2,Campylobacterota,0
NC_021852.1,Mycoplasmatota,0
NC_021852.1,Spirochaetota,0
NC_021852.1,Cyanobacteriota,0
NC_021852.1,Bacillota,1
NC_021852.1,Bacteroidota,0
NC_021852.1,Rhodothermota,0
NC_021852.1,Pseudomonadota,0
NC_021852.1,Bdellovibrionota,0
NC_021852.1,Deinococcota,0
NC_021852.1,Chlamydiota,0
NC_021852.1,Actinomycetota,0
NC_021852.1,Campylobacterota,0
NC_052659.1,Mycoplasmatota,0
NC_052659.1,Spirochaetota,0
NC_052659.1,Cyanobacteriota,0
NC_052659.1,Bacillota,0
NC_052659.1,Bacteroidota,0
NC_052659.1,Rhodothermota,0
NC_052659.1,Pseudomonadota,1
NC_052659.1,Bdellovibrionota,0
NC_052659.1,Deinococcota,0
NC_052659.1,Chlamydiota,0
NC_052659.1,Actinomycetota,0
NC_052659.1,Campylobacterota,0
NC_027370.1,Mycoplasmatota,0
NC_027370.1,Spirochaetota,0
NC_027370.1,Cyanobacteriota,0
