phage,ord,scoreord
NC_055031.1,Thermales,0
NC_055031.1,Moraxellales,0
NC_055031.1,Burkholderiales,0
NC_055031.1,Lactobacillales,0
NC_055031.1,Flavobacteriales,0
NC_055785.1,Mycobacteriales,1
NC_055785.1,Thermoanaerobacterales,0
NC_055785.1,Enterobacterales,0
NC_055785.1,Mycoplasmatales,0
NC_055785.1,Campylobacterales,0
NC_055785.1,Sphingomonadales,0
NC_055785.1,Entomoplasmatales,0
NC_055785.1,Kitasatosporales,0
NC_055785.1,Hyphomicrobiales,0
NC_055785.1,Synechococcales,0
NC_055785.1,Leptospirales,0
NC_055785.1,Bdellovibrionales,0
NC_055785.1,Pseudomonadales,0
NC_055785.1,Nostocales,0
NC_055785.1,Chlamydiales,0
NC_055785.1,Actinomycetales,0
NC_055785.1,Propionibacteriales,0
NC_055785.1,Aeromonadales,0
NC_055785.1,Eubacteriales,0
NC_055785.1,Xanthomonadales,0
NC_055785.1,Bacteroidales,0
NC_055785.1,Pasteurellales,0
NC_055785.1,Bifidobacteriales,0
NC_055785.1,Candidatus Pelagibacterales,0
NC_055785.1,Caulobacterales,0
NC_055785.1,Alteromonadales,0
NC_055785.1,Bacillales,0
NC_055785.1,Oscillatoriales,0
NC_055785.1,Micrococcales,0
NC_055785.1,Rhodothermales,0
NC_055785.1,Rhodobacterales,0
NC_055785.1,Vibrionales,0
NC_055785.1,Thermales,0
NC_055785.1,Moraxellales,0
NC_055785.1,Burkholderiales,0
NC_055785.1,Lactobacillales,0
NC_055785.1,Flavobacteriales,0
NC_054983.1,Mycobacteriales,0
NC_054983.1,Thermoanaerobacterales,0
NC_054983.1,Enterobacterales,0
NC_054983.1,Mycoplasmatales,0
NC_054983.1,Campylobacterales,0
NC_054983.1,Sphingomonadales,0
NC_054983.1,Entomoplasmatales,0
NC_054983.1,Kitasatosporales,0
NC_054983.1,Hyphomicrobiales,0
NC_054983.1,Synechococcales,0
NC_054983.1,Leptospirales,0
NC_054983.1,Bdellovibrionales,0
NC_054983.1,Pseudomonadales,0
NC_054983.1,Nostocales,0
NC_054983.1,Chlamydiales,0
NC_054983.1,Actinomycetales,0
NC_054983.1,Propionibacteriales,0
NC_054983.1,Aeromonadales,0
NC_054983.1,Eubacteriales,0
NC_054983.1,Xanthomonadales,0
NC_054983.1,Bacteroidales,0
NC_054983.1,Pasteurellales,0
NC_054983.1,Bifidobacteriales,0
NC_054983.1,Candidatus Pelagibacterales,0
NC_054983.1,Caulobacterales,0
NC_054983.1,Alteromonadales,0
NC_054983.1,Bacillales,1
NC_054983.1,Oscillatoriales,0
NC_054983.1,Micrococcales,0
NC_054983.1,Rhodothermales,0
NC_054983.1,Rhodobacterales,0
NC_054983.1,Vibrionales,0
NC_054983.1,Thermales,0
NC_054983.1,Moraxellales,0
NC_054983.1,Burkholderiales,0
NC_054983.1,Lactobacillales,0
NC_054983.1,Flavobacteriales,0
NC_047963.1,Mycobacteriales,0
NC_047963.1,Thermoanaerobacterales,0
NC_047963.1,Enterobacterales,1
NC_047963.1,Mycoplasmatales,0
NC_047963.1,Campylobacterales,0
NC_047963.1,Sphingomonadales,0
NC_047963.1,Entomoplasmatales,0
NC_047963.1,Kitasatosporales,0
NC_047963.1,Hyphomicrobiales,0
NC_047963.1,Synechococcales,0
NC_047963.1,Leptospirales,0
NC_047963.1,Bdellovibrionales,0
NC_047963.1,Pseudomonadales,0
NC_047963.1,Nostocales,0
NC_047963.1,Chlamydiales,0
NC_047963.1,Actinomycetales,0
NC_047963.1,Propionibacteriales,0
NC_047963.1,Aeromonadales,0
NC_047963.1,Eubacteriales,0
NC_047963.1,Xanthomonadales,0
NC_047963.1,Bacteroidales,0
NC_047963.1,Pasteurellales,0
NC_047963.1,Bifidobacteriales,0
NC_047963.1,Candidatus Pelagibacterales,0
NC_047963.1,Caulobacterales,0
NC_047963.1,Alteromonadales,0
NC_047963.1,Bacillales,0
NC_047963.1,Oscillatoriales,0
NC_047963.1,Micrococcales,0
NC_047963.1,Rhodothermales,0
NC_047963.1,Rhodobacterales,0
NC_047963.1,Vibrionales,0
NC_047963.1,Thermales,0
NC_047963.1,Moraxellales,0
NC_047963.1,Burkholderiales,0
NC_047963.1,Lactobacillales,0
NC_047963.1,Flavobacteriales,0
NC_051667.1,Mycobacteriales,1
NC_051667.1,Thermoanaerobacterales,0
NC_051667.1,Enterobacterales,0
NC_051667.1,Mycoplasmatales,0
NC_051667.1,Campylobacterales,0
NC_051667.1,Sphingomonadales,0
NC_051667.1,Entomoplasmatales,0
NC_051667.1,Kitasatosporales,0
NC_051667.1,Hyphomicrobiales,0
NC_051667.1,Synechococcales,0
NC_051667.1,Leptospirales,0
NC_051667.1,Bdellovibrionales,0
NC_051667.1,Pseudomonadales,0
NC_051667.1,Nostocales,0
NC_051667.1,Chlamydiales,0
NC_051667.1,Actinomycetales,0
NC_051667.1,Propionibacteriales,0
NC_051667.1,Aeromonadales,0
NC_051667.1,Eubacteriales,0
NC_051667.1,Xanthomonadales,0
NC_051667.1,Bacteroidales,0
NC_051667.1,Pasteurellales,0
NC_051667.1,Bifidobacteriales,0
NC_051667.1,Candidatus Pelagibacterales,0
NC_051667.1,Caulobacterales,0
NC_051667.1,Alteromonadales,0
NC_051667.1,Bacillales,0
NC_051667.1,Oscillatoriales,0
NC_051667.1,Micrococcales,0
NC_051667.1,Rhodothermales,0
NC_051667.1,Rhodobacterales,0
NC_051667.1,Vibrionales,0
NC_051667.1,Thermales,0
NC_051667.1,Moraxellales,0
NC_051667.1,Burkholderiales,0
NC_051667.1,Lactobacillales,0
NC_051667.1,Flavobacteriales,0
NC_021796.1,Mycobacteriales,0
NC_021796.1,Thermoanaerobacterales,0
NC_021796.1,Enterobacterales,0
NC_021796.1,Mycoplasmatales,0
NC_021796.1,Campylobacterales,0
NC_021796.1,Sphingomonadales,0
NC_021796.1,Entomoplasmatales,0
NC_021796.1,Kitasatosporales,0
NC_021796.1,Hyphomicrobiales,0
NC_021796.1,Synechococcales,0
NC_021796.1,Leptospirales,0
NC_021796.1,Bdellovibrionales,0
NC_021796.1,Pseudomonadales,0
NC_021796.1,Nostocales,0
NC_021796.1,Chlamydiales,0
NC_021796.1,Actinomycetales,0
NC_021796.1,Propionibacteriales,0
NC_021796.1,Aeromonadales,0
NC_021796.1,Eubacteriales,0
NC_021796.1,Xanthomonadales,0
NC_021796.1,Bacteroidales,0
NC_021796.1,Pasteurellales,0
NC_021796.1,Bifidobacteriales,0
NC_021796.1,Candidatus Pelagibacterales,0
NC_021796.1,Caulobacterales,0
NC_021796.1,Alteromonadales,0
NC_021796.1,Bacillales,0
NC_021796.1,Oscillatoriales,0
NC_021796.1,Micrococcales,0
NC_021796.1,Rhodothermales,0
NC_021796.1,Rhodobacterales,0
NC_021796.1,Vibrionales,0
NC_021796.1,Thermales,0
NC_021796.1,Moraxellales,0
NC_021796.1,Burkholderiales,0
NC_021796.1,Lactobacillales,0
NC_021796.1,Flavobacteriales,1
NC_016657.1,Mycobacteriales,0
NC_016657.1,Thermoanaerobacterales,0
NC_016657.1,Enterobacterales,0
NC_016657.1,Mycoplasmatales,0
NC_016657.1,Campylobacterales,0
NC_016657.1,Sphingomonadales,0
NC_016657.1,Entomoplasmatales,0
NC_016657.1,Kitasatosporales,0
NC_016657.1,Hyphomicrobiales,0
NC_016657.1,Synechococcales,1
NC_016657.1,Leptospirales,0
NC_016657.1,Bdellovibrionales,0
NC_016657.1,Pseudomonadales,0
NC_016657.1,Nostocales,0
NC_016657.1,Chlamydiales,0
NC_016657.1,Actinomycetales,0
NC_016657.1,Propionibacteriales,0
NC_016657.1,Aeromonadales,0
NC_016657.1,Eubacteriales,0
NC_016657.1,Xanthomonadales,0
NC_016657.1,Bacteroidales,0
NC_016657.1,Pasteurellales,0
NC_016657.1,Bifidobacteriales,0
NC_016657.1,Candidatus Pelagibacterales,0
NC_016657.1,Caulobacterales,0
NC_016657.1,Alteromonadales,0
NC_016657.1,Bacillales,0
NC_016657.1,Oscillatoriales,0
NC_016657.1,Micrococcales,0
NC_016657.1,Rhodothermales,0
NC_016657.1,Rhodobacterales,0
NC_016657.1,Vibrionales,0
NC_016657.1,Thermales,0
NC_016657.1,Moraxellales,0
NC_016657.1,Burkholderiales,0
NC_016657.1,Lactobacillales,0
NC_016657.1,Flavobacteriales,0
NC_009015.1,Mycobacteriales,0
NC_009015.1,Thermoanaerobacterales,0
NC_009015.1,Enterobacterales,0
NC_009015.1,Mycoplasmatales,0
NC_009015.1,Campylobacterales,0
NC_009015.1,Sphingomonadales,0
NC_009015.1,Entomoplasmatales,0
NC_009015.1,Kitasatosporales,0
NC_009015.1,Hyphomicrobiales,0
NC_009015.1,Synechococcales,0
NC_009015.1,Leptospirales,0
NC_009015.1,Bdellovibrionales,0
NC_009015.1,Pseudomonadales,0
NC_009015.1,Nostocales,0
NC_009015.1,Chlamydiales,0
NC_009015.1,Actinomycetales,0
NC_009015.1,Propionibacteriales,0
NC_009015.1,Aeromonadales,0
NC_009015.1,Eubacteriales,0
NC_009015.1,Xanthomonadales,0
NC_009015.1,Bacteroidales,0
NC_009015.1,Pasteurellales,0
NC_009015.1,Bifidobacteriales,0
NC_009015.1,Candidatus Pelagibacterales,0
NC_009015.1,Caulobacterales,0
NC_009015.1,Alteromonadales,0
NC_009015.1,Bacillales,0
NC_009015.1,Oscillatoriales,0
NC_009015.1,Micrococcales,0
NC_009015.1,Rhodothermales,0
NC_009015.1,Rhodobacterales,0
NC_009015.1,Vibrionales,0
NC_009015.1,Thermales,0
NC_009015.1,Moraxellales,0
NC_009015.1,Burkholderiales,1
NC_009015.1,Lactobacillales,0
NC_009015.1,Flavobacteriales,0
NC_019449.1,Mycobacteriales,0
NC_019449.1,Thermoanaerobacterales,0
NC_019449.1,Enterobacterales,0
NC_019449.1,Mycoplasmatales,0
NC_019449.1,Campylobacterales,0
NC_019449.1,Sphingomonadales,0
NC_019449.1,Entomoplasmatales,0
NC_019449.1,Kitasatosporales,0
NC_019449.1,Hyphomicrobiales,0
NC_019449.1,Synechococcales,0
NC_019449.1,Leptospirales,0
NC_019449.1,Bdellovibrionales,0
NC_019449.1,Pseudomonadales,0
NC_019449.1,Nostocales,0
NC_019449.1,Chlamydiales,0
NC_019449.1,Actinomycetales,0
NC_019449.1,Propionibacteriales,0
NC_019449.1,Aeromonadales,0
NC_019449.1,Eubacteriales,0
NC_019449.1,Xanthomonadales,0
NC_019449.1,Bacteroidales,0
NC_019449.1,Pasteurellales,0
NC_019449.1,Bifidobacteriales,0
NC_019449.1,Candidatus Pelagibacterales,0
NC_019449.1,Caulobacterales,0
NC_019449.1,Alteromonadales,0
NC_019449.1,Bacillales,0
NC_019449.1,Oscillatoriales,0
NC_019449.1,Micrococcales,0
NC_019449.1,Rhodothermales,0
NC_019449.1,Rhodobacterales,0
NC_019449.1,Vibrionales,0
NC_019449.1,Thermales,0
NC_019449.1,Moraxellales,0
NC_019449.1,Burkholderiales,0
NC_019449.1,Lactobacillales,1
NC_019449.1,Flavobacteriales,0
NC_049812.1,Mycobacteriales,0
NC_049812.1,Thermoanaerobacterales,0
NC_049812.1,Enterobacterales,0
NC_049812.1,Mycoplasmatales,0
NC_049812.1,Campylobacterales,0
NC_049812.1,Sphingomonadales,0
NC_049812.1,Entomoplasmatales,0
NC_049812.1,Kitasatosporales,0
NC_049812.1,Hyphomicrobiales,0
NC_049812.1,Synechococcales,0
NC_049812.1,Leptospirales,0
NC_049812.1,Bdellovibrionales,0
NC_049812.1,Pseudomonadales,0
NC_049812.1,Nostocales,0
NC_049812.1,Chlamydiales,0
NC_049812.1,Actinomycetales,0
NC_049812.1,Propionibacteriales,0
NC_049812.1,Aeromonadales,0
NC_049812.1,Eubacteriales,0
NC_049812.1,Xanthomonadales,0
NC_049812.1,Bacteroidales,0
NC_049812.1,Pasteurellales,0
NC_049812.1,Bifidobacteriales,0
NC_049812.1,Candidatus Pelagibacterales,0
NC_049812.1,Caulobacterales,0
NC_049812.1,Alteromonadales,0
NC_049812.1,Bacillales,0
NC_049812.1,Oscillatoriales,0
NC_049812.1,Micrococcales,0
NC_049812.1,Rhodothermales,0
NC_049812.1,Rhodobacterales,0
NC_049812.1,Vibrionales,0
NC_049812.1,Thermales,0
NC_049812.1,Moraxellales,0
NC_049812.1,Burkholderiales,0
NC_049812.1,Lactobacillales,1
NC_049812.1,Flavobacteriales,0
NC_016567.1,Mycobacteriales,0
NC_016567.1,Thermoanaerobacterales,0
NC_016567.1,Enterobacterales,0
NC_016567.1,Mycoplasmatales,0
NC_016567.1,Campylobacterales,0
NC_016567.1,Sphingomonadales,0
NC_016567.1,Entomoplasmatales,0
NC_016567.1,Kitasatosporales,0
NC_016567.1,Hyphomicrobiales,0
NC_016567.1,Synechococcales,0
NC_016567.1,Leptospirales,0
NC_016567.1,Bdellovibrionales,0
NC_016567.1,Pseudomonadales,0
NC_016567.1,Nostocales,0
NC_016567.1,Chlamydiales,0
NC_016567.1,Actinomycetales,0
NC_016567.1,Propionibacteriales,0
NC_016567.1,Aeromonadales,0
NC_016567.1,Eubacteriales,0
NC_016567.1,Xanthomonadales,0
NC_016567.1,Bacteroidales,0
NC_016567.1,Pasteurellales,0
NC_016567.1,Bifidobacteriales,0
NC_016567.1,Candidatus Pelagibacterales,0
NC_016567.1,Caulobacterales,0
NC_016567.1,Alteromonadales,0
NC_016567.1,Bacillales,0
NC_016567.1,Oscillatoriales,0
NC_016567.1,Micrococcales,0
NC_016567.1,Rhodothermales,0
NC_016567.1,Rhodobacterales,0
NC_016567.1,Vibrionales,1
NC_016567.1,Thermales,0
NC_016567.1,Moraxellales,0
NC_016567.1,Burkholderiales,0
NC_016567.1,Lactobacillales,0
NC_016567.1,Flavobacteriales,0
NC_028815.1,Mycobacteriales,1
NC_028815.1,Thermoanaerobacterales,0
NC_028815.1,Enterobacterales,0
NC_028815.1,Mycoplasmatales,0
NC_028815.1,Campylobacterales,0
NC_028815.1,Sphingomonadales,0
NC_028815.1,Entomoplasmatales,0
NC_028815.1,Kitasatosporales,0
NC_028815.1,Hyphomicrobiales,0
NC_028815.1,Synechococcales,0
NC_028815.1,Leptospirales,0
NC_028815.1,Bdellovibrionales,0
NC_028815.1,Pseudomonadales,0
NC_028815.1,Nostocales,0
NC_028815.1,Chlamydiales,0
NC_028815.1,Actinomycetales,0
NC_028815.1,Propionibacteriales,0
NC_028815.1,Aeromonadales,0
NC_028815.1,Eubacteriales,0
NC_028815.1,Xanthomonadales,0
NC_028815.1,Bacteroidales,0
NC_028815.1,Pasteurellales,0
NC_028815.1,Bifidobacteriales,0
NC_028815.1,Candidatus Pelagibacterales,0
NC_028815.1,Caulobacterales,0
NC_028815.1,Alteromonadales,0
NC_028815.1,Bacillales,0
NC_028815.1,Oscillatoriales,0
NC_028815.1,Micrococcales,0
NC_028815.1,Rhodothermales,0
NC_028815.1,Rhodobacterales,0
NC_028815.1,Vibrionales,0
NC_028815.1,Thermales,0
NC_028815.1,Moraxellales,0
NC_028815.1,Burkholderiales,0
NC_028815.1,Lactobacillales,0
NC_028815.1,Flavobacteriales,0
NC_051676.1,Mycobacteriales,1
NC_051676.1,Thermoanaerobacterales,0
NC_051676.1,Enterobacterales,0
NC_051676.1,Mycoplasmatales,0
NC_051676.1,Campylobacterales,0
NC_051676.1,Sphingomonadales,0
NC_051676.1,Entomoplasmatales,0
NC_051676.1,Kitasatosporales,0
NC_051676.1,Hyphomicrobiales,0
NC_051676.1,Synechococcales,0
NC_051676.1,Leptospirales,0
NC_051676.1,Bdellovibrionales,0
NC_051676.1,Pseudomonadales,0
NC_051676.1,Nostocales,0
NC_051676.1,Chlamydiales,0
NC_051676.1,Actinomycetales,0
NC_051676.1,Propionibacteriales,0
NC_051676.1,Aeromonadales,0
NC_051676.1,Eubacteriales,0
NC_051676.1,Xanthomonadales,0
NC_051676.1,Bacteroidales,0
NC_051676.1,Pasteurellales,0
NC_051676.1,Bifidobacteriales,0
NC_051676.1,Candidatus Pelagibacterales,0
NC_051676.1,Caulobacterales,0
NC_051676.1,Alteromonadales,0
NC_051676.1,Bacillales,0
NC_051676.1,Oscillatoriales,0
NC_051676.1,Micrococcales,0
NC_051676.1,Rhodothermales,0
NC_051676.1,Rhodobacterales,0
NC_051676.1,Vibrionales,0
NC_051676.1,Thermales,0
NC_051676.1,Moraxellales,0
NC_051676.1,Burkholderiales,0
NC_051676.1,Lactobacillales,0
NC_051676.1,Flavobacteriales,0
NC_001895.1,Mycobacteriales,0
NC_001895.1,Thermoanaerobacterales,0
NC_001895.1,Enterobacterales,1
NC_001895.1,Mycoplasmatales,0
NC_001895.1,Campylobacterales,0
NC_001895.1,Sphingomonadales,0
NC_001895.1,Entomoplasmatales,0
NC_001895.1,Kitasatosporales,0
NC_001895.1,Hyphomicrobiales,0
NC_001895.1,Synechococcales,0
NC_001895.1,Leptospirales,0
NC_001895.1,Bdellovibrionales,0
NC_001895.1,Pseudomonadales,0
NC_001895.1,Nostocales,0
NC_001895.1,Chlamydiales,0
NC_001895.1,Actinomycetales,0
NC_001895.1,Propionibacteriales,0
NC_001895.1,Aeromonadales,0
NC_001895.1,Eubacteriales,0
NC_001895.1,Xanthomonadales,0
NC_001895.1,Bacteroidales,0
NC_001895.1,Pasteurellales,0
NC_001895.1,Bifidobacteriales,0
NC_001895.1,Candidatus Pelagibacterales,0
NC_001895.1,Caulobacterales,0
NC_001895.1,Alteromonadales,0
NC_001895.1,Bacillales,0
NC_001895.1,Oscillatoriales,0
NC_001895.1,Micrococcales,0
NC_001895.1,Rhodothermales,0
NC_001895.1,Rhodobacterales,0
NC_001895.1,Vibrionales,0
NC_001895.1,Thermales,0
NC_001895.1,Moraxellales,0
NC_001895.1,Burkholderiales,0
NC_001895.1,Lactobacillales,0
NC_001895.1,Flavobacteriales,0
NC_054638.1,Mycobacteriales,0
NC_054638.1,Thermoanaerobacterales,0
NC_054638.1,Enterobacterales,1
NC_054638.1,Mycoplasmatales,0
NC_054638.1,Campylobacterales,0
NC_054638.1,Sphingomonadales,0
NC_054638.1,Entomoplasmatales,0
NC_054638.1,Kitasatosporales,0
NC_054638.1,Hyphomicrobiales,0
NC_054638.1,Synechococcales,0
NC_054638.1,Leptospirales,0
NC_054638.1,Bdellovibrionales,0
NC_054638.1,Pseudomonadales,0
NC_054638.1,Nostocales,0
NC_054638.1,Chlamydiales,0
NC_054638.1,Actinomycetales,0
NC_054638.1,Propionibacteriales,0
NC_054638.1,Aeromonadales,0
NC_054638.1,Eubacteriales,0
NC_054638.1,Xanthomonadales,0
NC_054638.1,Bacteroidales,0
NC_054638.1,Pasteurellales,0
NC_054638.1,Bifidobacteriales,0
NC_054638.1,Candidatus Pelagibacterales,0
NC_054638.1,Caulobacterales,0
NC_054638.1,Alteromonadales,0
NC_054638.1,Bacillales,0
NC_054638.1,Oscillatoriales,0
NC_054638.1,Micrococcales,0
NC_054638.1,Rhodothermales,0
NC_054638.1,Rhodobacterales,0
NC_054638.1,Vibrionales,0
NC_054638.1,Thermales,0
NC_054638.1,Moraxellales,0
NC_054638.1,Burkholderiales,0
NC_054638.1,Lactobacillales,0
NC_054638.1,Flavobacteriales,0
NC_022754.1,Mycobacteriales,0
NC_022754.1,Thermoanaerobacterales,0
NC_022754.1,Enterobacterales,1
NC_022754.1,Mycoplasmatales,0
NC_022754.1,Campylobacterales,0
NC_022754.1,Sphingomonadales,0
NC_022754.1,Entomoplasmatales,0
NC_022754.1,Kitasatosporales,0
NC_022754.1,Hyphomicrobiales,0
NC_022754.1,Synechococcales,0
NC_022754.1,Leptospirales,0
NC_022754.1,Bdellovibrionales,0
NC_022754.1,Pseudomonadales,0
NC_022754.1,Nostocales,0
NC_022754.1,Chlamydiales,0
NC_022754.1,Actinomycetales,0
NC_022754.1,Propionibacteriales,0
NC_022754.1,Aeromonadales,0
NC_022754.1,Eubacteriales,0
NC_022754.1,Xanthomonadales,0
NC_022754.1,Bacteroidales,0
NC_022754.1,Pasteurellales,0
NC_022754.1,Bifidobacteriales,0
NC_022754.1,Candidatus Pelagibacterales,0
NC_022754.1,Caulobacterales,0
NC_022754.1,Alteromonadales,0
NC_022754.1,Bacillales,0
NC_022754.1,Oscillatoriales,0
NC_022754.1,Micrococcales,0
NC_022754.1,Rhodothermales,0
NC_022754.1,Rhodobacterales,0
NC_022754.1,Vibrionales,0
NC_022754.1,Thermales,0
NC_022754.1,Moraxellales,0
NC_022754.1,Burkholderiales,0
NC_022754.1,Lactobacillales,0
NC_022754.1,Flavobacteriales,0
NC_028773.1,Mycobacteriales,0
NC_028773.1,Thermoanaerobacterales,0
NC_028773.1,Enterobacterales,1
NC_028773.1,Mycoplasmatales,0
NC_028773.1,Campylobacterales,0
NC_028773.1,Sphingomonadales,0
NC_028773.1,Entomoplasmatales,0
NC_028773.1,Kitasatosporales,0
NC_028773.1,Hyphomicrobiales,0
NC_028773.1,Synechococcales,0
NC_028773.1,Leptospirales,0
NC_028773.1,Bdellovibrionales,0
NC_028773.1,Pseudomonadales,0
NC_028773.1,Nostocales,0
NC_028773.1,Chlamydiales,0
NC_028773.1,Actinomycetales,0
NC_028773.1,Propionibacteriales,0
NC_028773.1,Aeromonadales,0
NC_028773.1,Eubacteriales,0
NC_028773.1,Xanthomonadales,0
NC_028773.1,Bacteroidales,0
NC_028773.1,Pasteurellales,0
NC_028773.1,Bifidobacteriales,0
NC_028773.1,Candidatus Pelagibacterales,0
NC_028773.1,Caulobacterales,0
NC_028773.1,Alteromonadales,0
NC_028773.1,Bacillales,0
NC_028773.1,Oscillatoriales,0
NC_028773.1,Micrococcales,0
NC_028773.1,Rhodothermales,0
NC_028773.1,Rhodobacterales,0
NC_028773.1,Vibrionales,0
NC_028773.1,Thermales,0
NC_028773.1,Moraxellales,0
NC_028773.1,Burkholderiales,0
NC_028773.1,Lactobacillales,0
NC_028773.1,Flavobacteriales,0
NC_021782.1,Mycobacteriales,0
NC_021782.1,Thermoanaerobacterales,0
NC_021782.1,Enterobacterales,1
NC_021782.1,Mycoplasmatales,0
NC_021782.1,Campylobacterales,0
NC_021782.1,Sphingomonadales,0
NC_021782.1,Entomoplasmatales,0
NC_021782.1,Kitasatosporales,0
NC_021782.1,Hyphomicrobiales,0
NC_021782.1,Synechococcales,0
NC_021782.1,Leptospirales,0
NC_021782.1,Bdellovibrionales,0
NC_021782.1,Pseudomonadales,0
NC_021782.1,Nostocales,0
NC_021782.1,Chlamydiales,0
NC_021782.1,Actinomycetales,0
NC_021782.1,Propionibacteriales,0
NC_021782.1,Aeromonadales,0
NC_021782.1,Eubacteriales,0
NC_021782.1,Xanthomonadales,0
NC_021782.1,Bacteroidales,0
NC_021782.1,Pasteurellales,0
NC_021782.1,Bifidobacteriales,0
NC_021782.1,Candidatus Pelagibacterales,0
NC_021782.1,Caulobacterales,0
NC_021782.1,Alteromonadales,0
NC_021782.1,Bacillales,0
NC_021782.1,Oscillatoriales,0
NC_021782.1,Micrococcales,0
NC_021782.1,Rhodothermales,0
NC_021782.1,Rhodobacterales,0
NC_021782.1,Vibrionales,0
NC_021782.1,Thermales,0
NC_021782.1,Moraxellales,0
NC_021782.1,Burkholderiales,0
NC_021782.1,Lactobacillales,0
NC_021782.1,Flavobacteriales,0
NC_054974.1,Mycobacteriales,0
NC_054974.1,Thermoanaerobacterales,0
NC_054974.1,Enterobacterales,0
NC_054974.1,Mycoplasmatales,0
NC_054974.1,Campylobacterales,0
NC_054974.1,Sphingomonadales,0
NC_054974.1,Entomoplasmatales,0
NC_054974.1,Kitasatosporales,0
NC_054974.1,Hyphomicrobiales,0
NC_054974.1,Synechococcales,0
NC_054974.1,Leptospirales,0
NC_054974.1,Bdellovibrionales,0
NC_054974.1,Pseudomonadales,0
NC_054974.1,Nostocales,0
NC_054974.1,Chlamydiales,0
NC_054974.1,Actinomycetales,0
NC_054974.1,Propionibacteriales,0
NC_054974.1,Aeromonadales,0
NC_054974.1,Eubacteriales,0
NC_054974.1,Xanthomonadales,0
NC_054974.1,Bacteroidales,0
NC_054974.1,Pasteurellales,0
NC_054974.1,Bifidobacteriales,0
NC_054974.1,Candidatus Pelagibacterales,0
NC_054974.1,Caulobacterales,0
NC_054974.1,Alteromonadales,0
NC_054974.1,Bacillales,1
NC_054974.1,Oscillatoriales,0
NC_054974.1,Micrococcales,0
NC_054974.1,Rhodothermales,0
NC_054974.1,Rhodobacterales,0
NC_054974.1,Vibrionales,0
NC_054974.1,Thermales,0
NC_054974.1,Moraxellales,0
NC_054974.1,Burkholderiales,0
NC_054974.1,Lactobacillales,0
NC_054974.1,Flavobacteriales,0
NC_031010.1,Mycobacteriales,0
NC_031010.1,Thermoanaerobacterales,0
NC_031010.1,Enterobacterales,1
NC_031010.1,Mycoplasmatales,0
NC_031010.1,Campylobacterales,0
NC_031010.1,Sphingomonadales,0
NC_031010.1,Entomoplasmatales,0
NC_031010.1,Kitasatosporales,0
NC_031010.1,Hyphomicrobiales,0
NC_031010.1,Synechococcales,0
NC_031010.1,Leptospirales,0
NC_031010.1,Bdellovibrionales,0
NC_031010.1,Pseudomonadales,0
NC_031010.1,Nostocales,0
NC_031010.1,Chlamydiales,0
NC_031010.1,Actinomycetales,0
NC_031010.1,Propionibacteriales,0
NC_031010.1,Aeromonadales,0
NC_031010.1,Eubacteriales,0
NC_031010.1,Xanthomonadales,0
NC_031010.1,Bacteroidales,0
NC_031010.1,Pasteurellales,0
NC_031010.1,Bifidobacteriales,0
NC_031010.1,Candidatus Pelagibacterales,0
NC_031010.1,Caulobacterales,0
NC_031010.1,Alteromonadales,0
NC_031010.1,Bacillales,0
NC_031010.1,Oscillatoriales,0
NC_031010.1,Micrococcales,0
NC_031010.1,Rhodothermales,0
NC_031010.1,Rhodobacterales,0
NC_031010.1,Vibrionales,0
NC_031010.1,Thermales,0
NC_031010.1,Moraxellales,0
NC_031010.1,Burkholderiales,0
NC_031010.1,Lactobacillales,0
NC_031010.1,Flavobacteriales,0
NC_054804.1,Mycobacteriales,1
NC_054804.1,Thermoanaerobacterales,0
NC_054804.1,Enterobacterales,0
NC_054804.1,Mycoplasmatales,0
NC_054804.1,Campylobacterales,0
NC_054804.1,Sphingomonadales,0
NC_054804.1,Entomoplasmatales,0
NC_054804.1,Kitasatosporales,0
NC_054804.1,Hyphomicrobiales,0
NC_054804.1,Synechococcales,0
NC_054804.1,Leptospirales,0
NC_054804.1,Bdellovibrionales,0
NC_054804.1,Pseudomonadales,0
NC_054804.1,Nostocales,0
NC_054804.1,Chlamydiales,0
NC_054804.1,Actinomycetales,0
NC_054804.1,Propionibacteriales,0
NC_054804.1,Aeromonadales,0
NC_054804.1,Eubacteriales,0
NC_054804.1,Xanthomonadales,0
NC_054804.1,Bacteroidales,0
NC_054804.1,Pasteurellales,0
NC_054804.1,Bifidobacteriales,0
NC_054804.1,Candidatus Pelagibacterales,0
NC_054804.1,Caulobacterales,0
NC_054804.1,Alteromonadales,0
NC_054804.1,Bacillales,0
NC_054804.1,Oscillatoriales,0
NC_054804.1,Micrococcales,0
NC_054804.1,Rhodothermales,0
NC_054804.1,Rhodobacterales,0
NC_054804.1,Vibrionales,0
NC_054804.1,Thermales,0
NC_054804.1,Moraxellales,0
NC_054804.1,Burkholderiales,0
NC_054804.1,Lactobacillales,0
NC_054804.1,Flavobacteriales,0
NC_048625.1,Mycobacteriales,0
NC_048625.1,Thermoanaerobacterales,0
NC_048625.1,Enterobacterales,0
NC_048625.1,Mycoplasmatales,0
NC_048625.1,Campylobacterales,0
NC_048625.1,Sphingomonadales,0
NC_048625.1,Entomoplasmatales,0
NC_048625.1,Kitasatosporales,0
NC_048625.1,Hyphomicrobiales,0
NC_048625.1,Synechococcales,0
NC_048625.1,Leptospirales,0
